assignment_id,section_id,course_id,title,type,description,total_points,due_date,created_date,status
ASG001143,SEC000095,NURS409,Project 1,Exam,Assignment covering course materials and objectives.,100,2025-11-19,2024-10-15,Active
ASG001144,SEC000359,ENG190,Presentation 3,Midterm,Assignment covering course materials and objectives.,50,2024-09-06,2024-11-27,Active
ASG001145,SEC000151,ECON400,Final 8,Lab,Assignment covering course materials and objectives.,100,2025-04-27,2025-10-07,Active
ASG001146,SEC000162,BUS444,Quiz 3,Essay,Assignment covering course materials and objectives.,25,2025-01-13,2025-07-27,Active
ASG001147,SEC000374,ART182,Final 6,Project,Assignment covering course materials and objectives.,20,2024-12-05,2025-05-27,Active
ASG001148,SEC000293,EDUC384,Quiz 7,Essay,Assignment covering course materials and objectives.,20,2024-12-22,2025-10-22,Active
ASG001149,SEC000074,CS149,Exam 8,Essay,Assignment covering course materials and objectives.,10,2024-05-12,2024-01-08,Active
ASG001150,SEC000034,ECON262,Final 2,Midterm,Assignment covering course materials and objectives.,25,2025-08-11,2025-04-13,Active
ASG001151,SEC000393,MUS278,Quiz 2,Quiz,Assignment covering course materials and objectives.,25,2025-09-13,2025-03-09,Active
ASG001152,SEC000108,BUS538,Presentation 1,Final,Assignment covering course materials and objectives.,100,2024-04-08,2024-02-25,Active
ASG001153,SEC000343,CS293,Homework 5,Essay,Assignment covering course materials and objectives.,100,2025-02-02,2025-10-12,Active
ASG001154,SEC000317,BUS310,Midterm 5,Homework,Assignment covering course materials and objectives.,10,2025-12-22,2025-01-05,Draft
ASG001155,SEC000188,ENG247,Final 4,Lab,Assignment covering course materials and objectives.,25,2025-01-01,2025-09-06,Active
ASG001156,SEC000087,ART425,Quiz 1,Lab,Assignment covering course materials and objectives.,20,2024-01-18,2025-11-23,Active
ASG001157,SEC000046,BIO410,Final 3,Final,Assignment covering course materials and objectives.,50,2024-11-24,2024-10-04,Active
ASG001158,SEC000239,PSYC455,Final 8,Exam,Assignment covering course materials and objectives.,25,2024-12-02,2024-02-05,Active
ASG001159,SEC000160,HIST307,Quiz 6,Quiz,Assignment covering course materials and objectives.,100,2024-02-19,2025-08-10,Active
ASG001160,SEC000235,ENG247,Essay 8,Midterm,Assignment covering course materials and objectives.,10,2025-03-29,2025-08-16,Draft
ASG001161,SEC000337,MATH329,Homework 7,Quiz,Assignment covering course materials and objectives.,50,2025-08-24,2024-10-09,Active
ASG001162,SEC000109,CS293,Essay 2,Exam,Assignment covering course materials and objectives.,100,2024-09-25,2025-07-23,Active
ASG001163,SEC000195,ECON554,Essay 6,Essay,Assignment covering course materials and objectives.,100,2024-06-12,2025-05-11,Draft
ASG001164,SEC000378,EDUC111,Homework 7,Exam,Assignment covering course materials and objectives.,20,2025-03-01,2025-09-05,Active
ASG001165,SEC000192,CHEM422,Presentation 5,Homework,Assignment covering course materials and objectives.,50,2024-01-22,2025-06-20,Active
ASG001166,SEC000255,CHEM241,Presentation 2,Homework,Assignment covering course materials and objectives.,10,2024-06-22,2025-12-29,Active
ASG001167,SEC000182,EDUC170,Quiz 3,Homework,Assignment covering course materials and objectives.,100,2024-09-22,2025-01-09,Draft
ASG001168,SEC000299,BUS307,Quiz 6,Midterm,Assignment covering course materials and objectives.,20,2025-12-21,2024-09-24,Active
ASG001169,SEC000100,NURS155,Final 6,Presentation,Assignment covering course materials and objectives.,20,2024-07-28,2025-05-03,Active
ASG001170,SEC000291,EDUC375,Final 5,Quiz,Assignment covering course materials and objectives.,20,2025-07-07,2025-04-29,Draft
ASG001171,SEC000002,MUS336,Quiz 2,Quiz,Assignment covering course materials and objectives.,10,2024-08-24,2024-08-27,Draft
ASG001172,SEC000313,CHEM524,Essay 3,Project,Assignment covering course materials and objectives.,20,2024-04-06,2024-09-29,Active
ASG001173,SEC000086,ECON289,Lab 2,Midterm,Assignment covering course materials and objectives.,10,2025-11-16,2025-04-21,Active
ASG001174,SEC000075,NURS389,Midterm 8,Presentation,Assignment covering course materials and objectives.,20,2024-09-08,2025-06-06,Draft
ASG001175,SEC000389,NURS389,Homework 2,Project,Assignment covering course materials and objectives.,20,2024-06-25,2024-02-21,Active
ASG001176,SEC000093,EDUC375,Homework 5,Lab,Assignment covering course materials and objectives.,100,2024-10-27,2025-11-05,Active
ASG001177,SEC000163,BUS392,Quiz 8,Final,Assignment covering course materials and objectives.,100,2024-04-10,2025-03-01,Active
ASG001178,SEC000301,MUS106,Essay 8,Quiz,Assignment covering course materials and objectives.,10,2024-10-24,2024-05-24,Active
ASG001179,SEC000319,NURS409,Homework 1,Exam,Assignment covering course materials and objectives.,100,2024-10-28,2024-06-17,Active
ASG001180,SEC000141,ECON195,Quiz 8,Homework,Assignment covering course materials and objectives.,10,2025-07-06,2025-10-31,Active
ASG001181,SEC000321,CHEM422,Quiz 4,Midterm,Assignment covering course materials and objectives.,50,2025-11-23,2024-10-09,Active
ASG001182,SEC000132,CHEM148,Homework 4,Homework,Assignment covering course materials and objectives.,25,2025-11-14,2025-04-29,Active
ASG001183,SEC000171,MUS524,Quiz 8,Project,Assignment covering course materials and objectives.,20,2024-09-08,2024-12-21,Active
ASG001184,SEC000120,MATH373,Presentation 3,Exam,Assignment covering course materials and objectives.,10,2024-03-24,2025-10-05,Active
ASG001185,SEC000080,ECON323,Midterm 7,Final,Assignment covering course materials and objectives.,25,2024-10-21,2025-02-17,Active
ASG001186,SEC000042,BUS444,Quiz 7,Midterm,Assignment covering course materials and objectives.,10,2025-10-11,2024-02-24,Draft
ASG001187,SEC000085,PSYC562,Homework 3,Quiz,Assignment covering course materials and objectives.,20,2024-10-01,2024-01-11,Draft
ASG001188,SEC000397,ECON577,Presentation 7,Lab,Assignment covering course materials and objectives.,25,2025-11-14,2024-08-06,Draft
ASG001189,SEC000079,PSYC342,Exam 2,Project,Assignment covering course materials and objectives.,25,2024-02-14,2025-10-10,Active
ASG001190,SEC000054,CHEM290,Project 5,Lab,Assignment covering course materials and objectives.,100,2025-01-21,2025-07-08,Active
ASG001191,SEC000014,BUS287,Exam 2,Final,Assignment covering course materials and objectives.,25,2025-06-04,2025-08-22,Active
ASG001192,SEC000183,ECON360,Lab 5,Midterm,Assignment covering course materials and objectives.,20,2024-12-26,2024-10-28,Draft
ASG001193,SEC000076,EDUC375,Homework 5,Midterm,Assignment covering course materials and objectives.,25,2024-11-09,2024-05-08,Active
ASG001194,SEC000230,MUS381,Essay 7,Project,Assignment covering course materials and objectives.,100,2024-09-20,2025-08-23,Active
ASG001195,SEC000135,PHYS473,Presentation 6,Quiz,Assignment covering course materials and objectives.,25,2024-11-04,2024-09-21,Active
ASG001196,SEC000216,ECON289,Essay 8,Lab,Assignment covering course materials and objectives.,100,2024-03-10,2024-10-26,Active
ASG001197,SEC000082,HIST104,Essay 3,Final,Assignment covering course materials and objectives.,100,2025-06-30,2025-11-13,Draft
ASG001198,SEC000153,ENG247,Presentation 6,Homework,Assignment covering course materials and objectives.,100,2025-09-17,2024-08-22,Active
ASG001199,SEC000129,ECON545,Project 2,Midterm,Assignment covering course materials and objectives.,100,2024-10-27,2024-06-07,Active
ASG001200,SEC000122,ART168,Quiz 4,Presentation,Assignment covering course materials and objectives.,100,2025-09-24,2025-05-26,Active
ASG001201,SEC000134,BUS204,Final 4,Project,Assignment covering course materials and objectives.,50,2025-05-11,2025-05-10,Active
ASG001202,SEC000384,ECON360,Midterm 2,Essay,Assignment covering course materials and objectives.,25,2024-06-04,2024-06-16,Active
ASG001203,SEC000060,NURS155,Exam 6,Homework,Assignment covering course materials and objectives.,20,2025-06-23,2025-11-24,Active
ASG001204,SEC000141,ECON195,Quiz 3,Lab,Assignment covering course materials and objectives.,50,2024-05-20,2024-07-03,Active
ASG001205,SEC000234,PHYS347,Exam 1,Midterm,Assignment covering course materials and objectives.,25,2024-03-11,2025-09-05,Draft
ASG001206,SEC000177,CHEM524,Project 8,Homework,Assignment covering course materials and objectives.,10,2025-03-15,2024-08-29,Active
ASG001207,SEC000121,HIST104,Final 8,Midterm,Assignment covering course materials and objectives.,20,2024-08-19,2025-01-16,Active
ASG001208,SEC000050,CS245,Homework 6,Final,Assignment covering course materials and objectives.,20,2025-10-17,2025-04-16,Active
ASG001209,SEC000183,ECON360,Final 3,Presentation,Assignment covering course materials and objectives.,20,2024-06-11,2024-03-30,Active
ASG001210,SEC000395,ART358,Essay 2,Homework,Assignment covering course materials and objectives.,100,2025-06-19,2024-12-20,Active
ASG001211,SEC000271,ART367,Quiz 2,Lab,Assignment covering course materials and objectives.,20,2025-07-28,2024-05-02,Draft
ASG001212,SEC000364,CHEM524,Final 4,Lab,Assignment covering course materials and objectives.,20,2025-10-19,2024-01-03,Draft
ASG001213,SEC000131,NURS141,Project 4,Essay,Assignment covering course materials and objectives.,25,2024-07-11,2024-11-12,Active
ASG001214,SEC000097,EDUC384,Lab 8,Quiz,Assignment covering course materials and objectives.,100,2025-03-31,2024-05-10,Active
ASG001215,SEC000139,ART502,Homework 4,Exam,Assignment covering course materials and objectives.,25,2024-05-31,2024-10-10,Active
ASG001216,SEC000321,CHEM422,Homework 1,Quiz,Assignment covering course materials and objectives.,50,2024-08-18,2024-04-24,Draft
ASG001217,SEC000099,CS267,Project 3,Lab,Assignment covering course materials and objectives.,20,2024-01-04,2025-11-04,Draft
ASG001218,SEC000392,BIO111,Exam 5,Lab,Assignment covering course materials and objectives.,50,2025-05-29,2024-09-01,Active
ASG001219,SEC000249,ART425,Quiz 3,Quiz,Assignment covering course materials and objectives.,20,2025-01-09,2025-05-22,Draft
ASG001220,SEC000308,PHYS329,Quiz 1,Exam,Assignment covering course materials and objectives.,25,2024-04-24,2025-08-05,Active
ASG001221,SEC000242,ECON323,Exam 5,Lab,Assignment covering course materials and objectives.,100,2025-01-03,2024-06-29,Active
ASG001222,SEC000226,BUS526,Presentation 2,Essay,Assignment covering course materials and objectives.,20,2025-07-07,2024-08-03,Active
ASG001223,SEC000047,CHEM165,Midterm 8,Final,Assignment covering course materials and objectives.,100,2024-12-31,2024-04-19,Draft
ASG001224,SEC000208,CS149,Essay 1,Quiz,Assignment covering course materials and objectives.,100,2024-02-19,2024-02-23,Active
ASG001225,SEC000142,CS196,Lab 1,Exam,Assignment covering course materials and objectives.,50,2025-03-24,2025-02-03,Active
ASG001226,SEC000060,NURS155,Exam 4,Quiz,Assignment covering course materials and objectives.,50,2024-05-20,2024-12-13,Draft
ASG001227,SEC000189,ECON225,Quiz 1,Homework,Assignment covering course materials and objectives.,10,2024-08-08,2025-01-30,Draft
ASG001228,SEC000385,ECON143,Final 6,Midterm,Assignment covering course materials and objectives.,25,2024-09-01,2025-08-22,Draft
ASG001229,SEC000330,CS198,Project 5,Midterm,Assignment covering course materials and objectives.,10,2025-12-10,2025-07-13,Active
ASG001230,SEC000188,ENG247,Final 2,Presentation,Assignment covering course materials and objectives.,20,2024-02-18,2024-06-29,Active
ASG001231,SEC000090,EDUC545,Quiz 3,Project,Assignment covering course materials and objectives.,50,2024-07-17,2025-04-30,Active
ASG001232,SEC000170,BUS307,Quiz 2,Exam,Assignment covering course materials and objectives.,100,2025-11-10,2025-06-17,Active
ASG001233,SEC000381,PHYS456,Project 2,Homework,Assignment covering course materials and objectives.,20,2025-01-24,2024-06-05,Active
ASG001234,SEC000226,BUS526,Homework 6,Homework,Assignment covering course materials and objectives.,50,2025-04-10,2025-11-20,Active
ASG001235,SEC000286,HIST251,Exam 6,Exam,Assignment covering course materials and objectives.,20,2025-08-12,2024-06-12,Active
ASG001236,SEC000145,BUS362,Presentation 6,Lab,Assignment covering course materials and objectives.,50,2025-01-20,2024-08-15,Active
ASG001237,SEC000222,PSYC215,Quiz 5,Essay,Assignment covering course materials and objectives.,25,2025-09-01,2024-02-24,Active
ASG001238,SEC000198,CS237,Essay 4,Essay,Assignment covering course materials and objectives.,25,2024-06-11,2024-07-27,Draft
ASG001239,SEC000082,HIST104,Lab 7,Presentation,Assignment covering course materials and objectives.,50,2025-01-28,2024-05-08,Active
ASG001240,SEC000210,MUS295,Midterm 7,Quiz,Assignment covering course materials and objectives.,50,2024-11-07,2025-10-21,Draft
ASG001241,SEC000302,BUS526,Homework 5,Essay,Assignment covering course materials and objectives.,25,2024-06-19,2024-05-26,Active
ASG001242,SEC000371,ENG533,Exam 1,Essay,Assignment covering course materials and objectives.,100,2025-03-13,2024-09-23,Active
ASG001243,SEC000188,ENG247,Lab 8,Final,Assignment covering course materials and objectives.,10,2025-01-19,2024-10-05,Active
ASG001244,SEC000247,ECON545,Quiz 7,Homework,Assignment covering course materials and objectives.,20,2024-10-24,2025-06-07,Draft
ASG001245,SEC000114,PSYC463,Quiz 2,Presentation,Assignment covering course materials and objectives.,10,2024-05-05,2024-12-22,Draft
ASG001246,SEC000176,CS508,Project 6,Exam,Assignment covering course materials and objectives.,10,2024-04-08,2025-10-16,Active
ASG001247,SEC000144,CHEM422,Exam 5,Homework,Assignment covering course materials and objectives.,10,2024-12-21,2024-01-24,Active
ASG001248,SEC000110,MUS524,Midterm 1,Final,Assignment covering course materials and objectives.,50,2025-07-15,2024-01-28,Active
ASG001249,SEC000174,BUS362,Final 6,Essay,Assignment covering course materials and objectives.,100,2025-10-22,2024-08-17,Draft
ASG001250,SEC000134,BUS204,Essay 5,Final,Assignment covering course materials and objectives.,50,2025-01-17,2025-09-19,Draft
ASG001251,SEC000295,MUS256,Midterm 5,Exam,Assignment covering course materials and objectives.,25,2024-10-26,2024-06-14,Active
ASG001252,SEC000375,ECON400,Lab 4,Presentation,Assignment covering course materials and objectives.,100,2024-06-20,2025-05-03,Active
ASG001253,SEC000207,MUS106,Final 5,Midterm,Assignment covering course materials and objectives.,100,2024-12-01,2024-03-04,Draft
ASG001254,SEC000268,HIST395,Presentation 8,Exam,Assignment covering course materials and objectives.,25,2024-08-26,2024-02-28,Active
ASG001255,SEC000171,MUS524,Final 1,Final,Assignment covering course materials and objectives.,50,2025-03-25,2025-06-18,Active
ASG001256,SEC000192,CHEM422,Quiz 2,Project,Assignment covering course materials and objectives.,20,2024-10-17,2025-02-26,Draft
ASG001257,SEC000037,MUS103,Exam 8,Essay,Assignment covering course materials and objectives.,20,2024-08-09,2025-03-25,Active
ASG001258,SEC000011,PHYS456,Homework 3,Essay,Assignment covering course materials and objectives.,100,2025-10-18,2025-01-29,Active
ASG001259,SEC000163,BUS392,Quiz 8,Essay,Assignment covering course materials and objectives.,50,2024-02-26,2025-01-10,Active
ASG001260,SEC000093,EDUC375,Homework 4,Presentation,Assignment covering course materials and objectives.,10,2024-08-14,2025-12-01,Active
ASG001261,SEC000034,ECON262,Lab 5,Presentation,Assignment covering course materials and objectives.,25,2024-04-20,2025-09-28,Draft
ASG001262,SEC000081,MUS142,Lab 2,Homework,Assignment covering course materials and objectives.,20,2025-03-13,2025-05-19,Active
ASG001263,SEC000272,MUS567,Homework 7,Project,Assignment covering course materials and objectives.,20,2025-12-27,2025-06-20,Active
ASG001264,SEC000021,CHEM329,Quiz 2,Midterm,Assignment covering course materials and objectives.,10,2024-07-13,2024-02-04,Active
ASG001265,SEC000362,MATH533,Midterm 1,Midterm,Assignment covering course materials and objectives.,10,2025-06-25,2024-09-27,Draft
ASG001266,SEC000235,ENG247,Homework 8,Midterm,Assignment covering course materials and objectives.,20,2025-05-02,2024-08-09,Active
ASG001267,SEC000214,MUS103,Exam 8,Essay,Assignment covering course materials and objectives.,100,2024-06-22,2025-05-17,Active
ASG001268,SEC000212,HIST546,Homework 2,Homework,Assignment covering course materials and objectives.,10,2025-02-13,2025-10-14,Draft
ASG001269,SEC000241,PSYC215,Lab 1,Homework,Assignment covering course materials and objectives.,100,2025-12-06,2025-04-18,Active
ASG001270,SEC000033,HIST485,Final 4,Exam,Assignment covering course materials and objectives.,25,2025-10-06,2025-11-22,Draft
ASG001271,SEC000196,MUS402,Quiz 1,Presentation,Assignment covering course materials and objectives.,10,2024-01-04,2025-06-23,Active
ASG001272,SEC000125,MUS101,Midterm 1,Homework,Assignment covering course materials and objectives.,50,2024-03-04,2024-01-22,Active
ASG001273,SEC000004,ART182,Exam 3,Exam,Assignment covering course materials and objectives.,10,2024-06-22,2025-12-20,Draft
ASG001274,SEC000287,ART182,Project 1,Essay,Assignment covering course materials and objectives.,10,2024-02-06,2024-05-04,Active
ASG001275,SEC000390,ECON225,Final 2,Presentation,Assignment covering course materials and objectives.,100,2024-07-19,2024-10-02,Active
ASG001276,SEC000003,ECON554,Presentation 8,Presentation,Assignment covering course materials and objectives.,100,2025-06-14,2025-05-03,Active
ASG001277,SEC000021,CHEM329,Quiz 5,Lab,Assignment covering course materials and objectives.,10,2024-03-24,2025-03-11,Active
ASG001278,SEC000092,NURS238,Final 3,Exam,Assignment covering course materials and objectives.,25,2024-04-24,2025-08-04,Draft
ASG001279,SEC000132,CHEM148,Exam 6,Final,Assignment covering course materials and objectives.,50,2024-05-04,2025-03-19,Draft
ASG001280,SEC000075,NURS389,Quiz 2,Midterm,Assignment covering course materials and objectives.,10,2024-06-08,2024-11-30,Active
ASG001281,SEC000155,MATH373,Presentation 6,Essay,Assignment covering course materials and objectives.,10,2024-06-09,2025-12-24,Active
ASG001282,SEC000379,CHEM148,Exam 2,Final,Assignment covering course materials and objectives.,20,2024-11-29,2024-09-26,Active
ASG001283,SEC000170,BUS307,Midterm 6,Essay,Assignment covering course materials and objectives.,10,2024-06-23,2024-10-28,Active
ASG001284,SEC000129,ECON545,Exam 7,Project,Assignment covering course materials and objectives.,20,2025-01-18,2024-07-02,Active
ASG001285,SEC000060,NURS155,Midterm 6,Lab,Assignment covering course materials and objectives.,100,2025-03-29,2025-05-24,Active
ASG001286,SEC000352,HIST249,Project 3,Homework,Assignment covering course materials and objectives.,20,2024-01-18,2025-02-14,Active
ASG001287,SEC000354,ENG333,Project 3,Homework,Assignment covering course materials and objectives.,20,2024-04-18,2025-06-20,Draft
ASG001288,SEC000231,MUS256,Presentation 8,Lab,Assignment covering course materials and objectives.,25,2025-06-14,2024-06-20,Active
ASG001289,SEC000262,EDUC384,Midterm 1,Midterm,Assignment covering course materials and objectives.,20,2025-09-21,2024-03-04,Active
ASG001290,SEC000154,HIST485,Presentation 4,Homework,Assignment covering course materials and objectives.,100,2025-01-30,2025-03-03,Draft
ASG001291,SEC000230,MUS381,Presentation 3,Presentation,Assignment covering course materials and objectives.,10,2025-10-09,2024-06-09,Draft
ASG001292,SEC000334,PHYS424,Lab 2,Homework,Assignment covering course materials and objectives.,25,2025-05-19,2024-05-05,Draft
ASG001293,SEC000153,ENG247,Essay 5,Essay,Assignment covering course materials and objectives.,100,2024-09-28,2024-11-07,Draft
ASG001294,SEC000177,CHEM524,Midterm 8,Quiz,Assignment covering course materials and objectives.,20,2025-12-05,2025-10-10,Draft
ASG001295,SEC000057,PHYS484,Essay 4,Lab,Assignment covering course materials and objectives.,20,2025-04-21,2025-05-29,Active
ASG001296,SEC000326,BUS526,Exam 8,Project,Assignment covering course materials and objectives.,20,2024-06-26,2025-04-24,Draft
ASG001297,SEC000219,ART182,Essay 5,Final,Assignment covering course materials and objectives.,25,2024-05-11,2025-05-26,Active
ASG001298,SEC000394,ECON255,Lab 7,Lab,Assignment covering course materials and objectives.,25,2025-10-05,2024-10-08,Active
ASG001299,SEC000097,EDUC384,Homework 1,Exam,Assignment covering course materials and objectives.,10,2024-11-03,2024-08-27,Draft
ASG001300,SEC000213,PSYC215,Essay 5,Essay,Assignment covering course materials and objectives.,20,2025-07-21,2025-07-20,Active
ASG001301,SEC000111,PSYC352,Exam 4,Lab,Assignment covering course materials and objectives.,25,2024-09-07,2024-08-11,Active
ASG001302,SEC000199,PHYS261,Presentation 3,Exam,Assignment covering course materials and objectives.,100,2025-09-05,2025-03-01,Active
ASG001303,SEC000395,ART358,Midterm 6,Lab,Assignment covering course materials and objectives.,100,2025-10-11,2024-06-01,Active
ASG001304,SEC000114,PSYC463,Final 1,Quiz,Assignment covering course materials and objectives.,20,2024-08-26,2025-10-12,Draft
ASG001305,SEC000328,ECON577,Presentation 2,Quiz,Assignment covering course materials and objectives.,25,2025-11-19,2025-04-12,Draft
ASG001306,SEC000005,CHEM248,Quiz 5,Quiz,Assignment covering course materials and objectives.,10,2024-03-21,2024-12-30,Active
ASG001307,SEC000326,BUS526,Presentation 3,Project,Assignment covering course materials and objectives.,10,2024-12-28,2024-09-06,Active
ASG001308,SEC000083,BUS193,Final 2,Quiz,Assignment covering course materials and objectives.,25,2025-07-12,2025-04-18,Draft
ASG001309,SEC000173,CS245,Homework 2,Presentation,Assignment covering course materials and objectives.,20,2025-09-06,2025-04-04,Active
ASG001310,SEC000012,PSYC562,Essay 8,Exam,Assignment covering course materials and objectives.,10,2025-01-14,2024-03-06,Active
ASG001311,SEC000336,CHEM241,Final 2,Homework,Assignment covering course materials and objectives.,10,2025-10-21,2025-08-15,Active
ASG001312,SEC000151,ECON400,Project 1,Homework,Assignment covering course materials and objectives.,20,2025-04-15,2025-05-14,Active
ASG001313,SEC000071,BIO111,Homework 7,Essay,Assignment covering course materials and objectives.,50,2025-08-02,2024-10-23,Active
ASG001314,SEC000229,BIO561,Presentation 4,Final,Assignment covering course materials and objectives.,10,2025-10-10,2025-06-22,Active
ASG001315,SEC000196,MUS402,Project 3,Presentation,Assignment covering course materials and objectives.,50,2025-03-03,2024-08-19,Active
ASG001316,SEC000045,PHYS484,Lab 4,Quiz,Assignment covering course materials and objectives.,10,2025-04-14,2024-12-13,Active
ASG001317,SEC000306,EDUC373,Final 8,Quiz,Assignment covering course materials and objectives.,25,2024-04-21,2024-09-29,Active
ASG001318,SEC000222,PSYC215,Lab 3,Project,Assignment covering course materials and objectives.,10,2025-01-20,2025-11-17,Active
ASG001319,SEC000375,ECON400,Presentation 2,Lab,Assignment covering course materials and objectives.,20,2025-06-02,2024-07-25,Active
ASG001320,SEC000212,HIST546,Midterm 5,Exam,Assignment covering course materials and objectives.,100,2025-09-01,2024-11-16,Active
ASG001321,SEC000027,BIO506,Essay 5,Midterm,Assignment covering course materials and objectives.,25,2024-09-09,2025-07-25,Active
ASG001322,SEC000251,CS330,Essay 3,Final,Assignment covering course materials and objectives.,100,2025-05-10,2024-06-14,Active
ASG001323,SEC000171,MUS524,Midterm 3,Exam,Assignment covering course materials and objectives.,25,2024-12-14,2024-12-19,Active
ASG001324,SEC000014,BUS287,Lab 3,Quiz,Assignment covering course materials and objectives.,10,2024-01-10,2024-04-25,Active
ASG001325,SEC000326,BUS526,Presentation 2,Quiz,Assignment covering course materials and objectives.,50,2025-04-01,2025-06-23,Active
ASG001326,SEC000144,CHEM422,Essay 4,Homework,Assignment covering course materials and objectives.,25,2025-03-26,2025-12-21,Draft
ASG001327,SEC000197,PHYS329,Exam 7,Exam,Assignment covering course materials and objectives.,20,2024-08-30,2025-08-03,Active
ASG001328,SEC000124,MATH255,Homework 1,Exam,Assignment covering course materials and objectives.,25,2024-12-25,2024-07-19,Active
ASG001329,SEC000338,CS482,Exam 6,Presentation,Assignment covering course materials and objectives.,20,2025-04-10,2025-05-14,Active
ASG001330,SEC000055,MUS567,Exam 6,Exam,Assignment covering course materials and objectives.,25,2025-01-05,2025-06-27,Draft
ASG001331,SEC000017,BUS310,Quiz 4,Quiz,Assignment covering course materials and objectives.,10,2024-03-05,2025-03-31,Active
ASG001332,SEC000063,ECON255,Midterm 4,Project,Assignment covering course materials and objectives.,25,2025-07-24,2024-07-19,Draft
ASG001333,SEC000073,NURS238,Lab 3,Quiz,Assignment covering course materials and objectives.,25,2024-03-29,2024-12-13,Draft
ASG001334,SEC000297,PHYS438,Lab 5,Project,Assignment covering course materials and objectives.,100,2025-05-22,2025-07-14,Draft
ASG001335,SEC000036,MUS278,Midterm 2,Project,Assignment covering course materials and objectives.,25,2025-12-01,2025-09-15,Active
ASG001336,SEC000179,MUS512,Final 2,Homework,Assignment covering course materials and objectives.,25,2024-10-12,2025-07-05,Active
ASG001337,SEC000170,BUS307,Presentation 3,Midterm,Assignment covering course materials and objectives.,20,2025-09-17,2025-03-10,Active
ASG001338,SEC000102,ECON404,Project 2,Presentation,Assignment covering course materials and objectives.,10,2024-06-06,2024-01-01,Active
ASG001339,SEC000282,EDUC153,Presentation 8,Final,Assignment covering course materials and objectives.,25,2024-06-05,2025-11-13,Draft
ASG001340,SEC000247,ECON545,Essay 2,Essay,Assignment covering course materials and objectives.,20,2025-02-10,2025-11-04,Draft
ASG001341,SEC000071,BIO111,Homework 8,Essay,Assignment covering course materials and objectives.,10,2025-01-28,2025-01-19,Active
ASG001342,SEC000351,ECON400,Exam 6,Presentation,Assignment covering course materials and objectives.,100,2024-12-03,2025-08-01,Active
ASG001343,SEC000150,EDUC403,Quiz 7,Lab,Assignment covering course materials and objectives.,100,2024-08-30,2024-07-29,Active
ASG001344,SEC000393,MUS278,Quiz 2,Essay,Assignment covering course materials and objectives.,50,2025-10-14,2025-12-25,Active
ASG001345,SEC000160,HIST307,Homework 3,Presentation,Assignment covering course materials and objectives.,20,2024-04-11,2025-06-14,Active
ASG001346,SEC000202,MUS103,Homework 4,Presentation,Assignment covering course materials and objectives.,20,2024-06-22,2024-08-24,Active
ASG001347,SEC000379,CHEM148,Quiz 6,Exam,Assignment covering course materials and objectives.,20,2025-08-31,2025-11-05,Active
ASG001348,SEC000219,ART182,Essay 7,Quiz,Assignment covering course materials and objectives.,20,2025-12-12,2024-03-04,Draft
ASG001349,SEC000377,MUS402,Project 8,Quiz,Assignment covering course materials and objectives.,25,2025-06-07,2024-10-23,Active
ASG001350,SEC000139,ART502,Lab 4,Homework,Assignment covering course materials and objectives.,10,2025-04-20,2025-10-23,Active
ASG001351,SEC000173,CS245,Midterm 8,Midterm,Assignment covering course materials and objectives.,25,2024-05-04,2025-10-25,Active
ASG001352,SEC000216,ECON289,Essay 2,Final,Assignment covering course materials and objectives.,20,2024-04-09,2025-02-15,Active
ASG001353,SEC000103,ART367,Exam 6,Project,Assignment covering course materials and objectives.,20,2025-12-23,2025-03-19,Active
ASG001354,SEC000021,CHEM329,Essay 8,Essay,Assignment covering course materials and objectives.,50,2025-12-05,2025-06-01,Draft
ASG001355,SEC000207,MUS106,Homework 8,Homework,Assignment covering course materials and objectives.,20,2024-12-10,2024-01-24,Draft
ASG001356,SEC000369,MUS512,Presentation 7,Presentation,Assignment covering course materials and objectives.,10,2025-01-30,2025-08-12,Active
ASG001357,SEC000010,ENG314,Final 6,Exam,Assignment covering course materials and objectives.,50,2024-03-24,2024-02-18,Draft
ASG001358,SEC000263,CHEM248,Presentation 6,Essay,Assignment covering course materials and objectives.,20,2024-05-19,2025-01-29,Active
ASG001359,SEC000255,CHEM241,Lab 2,Lab,Assignment covering course materials and objectives.,10,2024-07-03,2025-11-19,Active
ASG001360,SEC000008,CHEM248,Lab 4,Presentation,Assignment covering course materials and objectives.,100,2024-10-17,2025-06-11,Active
ASG001361,SEC000163,BUS392,Presentation 1,Homework,Assignment covering course materials and objectives.,10,2024-03-09,2025-07-19,Active
ASG001362,SEC000004,ART182,Final 8,Quiz,Assignment covering course materials and objectives.,50,2025-10-09,2024-08-09,Active
ASG001363,SEC000304,ECON277,Project 3,Midterm,Assignment covering course materials and objectives.,10,2025-08-02,2024-04-07,Active
ASG001364,SEC000287,ART182,Quiz 8,Exam,Assignment covering course materials and objectives.,10,2025-02-27,2024-12-06,Active
ASG001365,SEC000050,CS245,Final 2,Midterm,Assignment covering course materials and objectives.,25,2025-04-12,2025-03-07,Active
ASG001366,SEC000053,CHEM531,Final 1,Final,Assignment covering course materials and objectives.,50,2025-12-30,2025-03-26,Active
ASG001367,SEC000384,ECON360,Exam 3,Presentation,Assignment covering course materials and objectives.,20,2024-11-09,2025-09-03,Active
ASG001368,SEC000171,MUS524,Exam 4,Exam,Assignment covering course materials and objectives.,100,2024-04-19,2025-02-17,Draft
